training_err,validation_err
5.259082317352295,6.130455493927002
5.118680477142334,5.805954933166504
5.234592437744141,5.726473808288574
5.198067665100098,5.677151203155518
5.120733737945557,5.207778453826904
5.0650715827941895,5.752223491668701
4.808473587036133,5.7349395751953125
5.163084030151367,5.748114109039307
5.290558815002441,5.705729007720947
5.175943851470947,5.411123752593994
5.039391040802002,5.5641632080078125
5.09040641784668,5.337227821350098
5.045413970947266,5.524590015411377
4.878247261047363,5.695137977600098
5.1850690841674805,5.825578212738037
4.901902198791504,5.579137802124023
5.044742107391357,5.493186950683594
5.089487552642822,5.3625054359436035
4.935973167419434,5.326809883117676
4.84370756149292,5.219923973083496
5.090300559997559,5.478392601013184
4.88720178604126,5.442963600158691
5.027794361114502,5.179594993591309
4.976716041564941,5.368382453918457
4.7349042892456055,5.235398769378662
4.75665807723999,5.547567844390869
4.992581367492676,5.376081943511963
4.9332098960876465,5.833569526672363
4.855156898498535,5.433412551879883
4.926037788391113,5.533666133880615
4.995960712432861,5.426794052124023
5.00564432144165,5.377896785736084
4.818266868591309,5.55497932434082
4.823842525482178,5.430051803588867
4.9524617195129395,5.15730094909668
5.082935810089111,5.683135509490967
5.0062384605407715,5.027980327606201
5.091756343841553,5.494687080383301
4.8190388679504395,5.607431888580322
4.865494251251221,5.523951530456543
4.541581153869629,5.403570175170898
4.523014545440674,5.332653045654297
4.731037616729736,5.268373489379883
4.8534746170043945,5.592363357543945
4.774125099182129,5.456499099731445
4.820470333099365,5.249141216278076
4.691538333892822,5.4728803634643555
4.746495723724365,5.316910266876221
4.809750556945801,5.443824768066406
4.595489025115967,5.590742588043213
4.384722709655762,5.32951545715332
4.610560417175293,5.528595447540283
4.577043056488037,5.175604820251465
4.676342487335205,5.51641321182251
4.605278968811035,5.340603351593018
4.760885238647461,5.210787773132324
4.7652506828308105,5.1171979904174805
4.4239630699157715,4.759393692016602
4.5461812019348145,5.114441871643066
4.597979545593262,5.244299411773682
4.494643688201904,5.060227870941162
4.538949966430664,5.066472053527832
4.467159748077393,5.367049694061279
4.632579803466797,5.093626022338867
4.5889482498168945,4.71298885345459
4.520324230194092,5.215491771697998
4.494964599609375,5.682164669036865
4.395248889923096,5.03096866607666
4.476739883422852,4.838469505310059
4.751746654510498,5.758682727813721
4.506322860717773,5.397976875305176
4.501208782196045,5.108253002166748
4.50925874710083,5.272731781005859
4.226955890655518,5.168842792510986
4.556760787963867,5.74403190612793
4.393711090087891,5.088285446166992
4.187865734100342,5.294707298278809
4.565232753753662,5.217482566833496
4.321446418762207,4.937065124511719
4.349803924560547,4.656242370605469
4.379953861236572,5.3882670402526855
4.587000846862793,5.256685256958008
4.211821556091309,5.021704196929932
4.21480131149292,5.381742477416992
4.217204570770264,4.947872161865234
4.192686557769775,5.085302829742432
4.185309886932373,5.200351715087891
4.097931385040283,5.28556489944458
4.6084303855896,5.082844257354736
4.483400344848633,5.279246807098389
4.136634826660156,5.250125885009766
4.446700096130371,5.4635210037231445
4.442266464233398,4.786718368530273
4.334939002990723,5.017076015472412
4.114157199859619,4.777934551239014
4.309535503387451,4.998886585235596
4.096685886383057,5.139017105102539
4.128646373748779,5.2516984939575195
4.429408073425293,4.499832630157471
4.004646301269531,4.764027118682861
4.153491020202637,5.186619281768799
4.260884761810303,4.917023181915283
4.2346391677856445,4.815420150756836
4.271484851837158,4.814203262329102
4.148832321166992,5.526153087615967
4.0419230461120605,4.848596096038818
4.477496147155762,4.750235557556152
4.143622875213623,4.906416416168213
4.235796928405762,5.257864952087402
3.765082359313965,4.987457275390625
4.407985210418701,4.538918972015381
3.9302852153778076,4.975343227386475
4.1254191398620605,5.376622676849365
4.384435176849365,4.922694683074951
4.0922393798828125,4.840327262878418
4.198591709136963,4.875126838684082
4.272106170654297,4.7194061279296875
4.077049732208252,5.1992998123168945
3.6979575157165527,4.748099327087402
3.789058208465576,4.8808088302612305
3.918602466583252,4.509383678436279
3.840023994445801,4.947397232055664
4.079421520233154,4.965419769287109
4.108518600463867,4.688440322875977
3.8216488361358643,4.570135116577148
4.100841045379639,4.656403064727783
3.631666898727417,4.979866981506348
3.8385703563690186,5.481771469116211
4.060908794403076,4.68020486831665
3.9565818309783936,4.933963775634766
3.726992130279541,4.741940021514893
4.129018783569336,4.624819755554199
3.9659485816955566,4.60510778427124
3.955627679824829,4.38901424407959
4.146290302276611,4.537115097045898
3.7163467407226562,4.677364826202393
3.7404000759124756,4.98602294921875
3.554872989654541,5.116674900054932
3.7357828617095947,4.736459732055664
3.773674726486206,4.968310356140137
3.5581531524658203,5.043120861053467
3.639425754547119,4.640199184417725
3.6780378818511963,4.77641487121582
3.7230215072631836,4.66572904586792
3.8403310775756836,4.667105674743652
4.074177265167236,4.657021522521973
3.7638893127441406,4.804433822631836
3.8202154636383057,4.599241256713867
3.7701377868652344,4.329268932342529
3.7133240699768066,4.799973964691162
3.9479238986968994,4.219339370727539
3.6225550174713135,4.553850173950195
3.639937162399292,4.660130977630615
3.749307155609131,5.043856620788574
3.876363754272461,4.677145004272461
3.542149543762207,4.75581169128418
3.7174782752990723,5.167991638183594
3.7251083850860596,4.798826694488525
3.6098878383636475,4.901123046875
3.4081156253814697,4.782203674316406
3.6314711570739746,4.405500888824463
3.692343235015869,4.95916748046875
3.6468963623046875,4.571530818939209
3.6284403800964355,5.079416275024414
3.806488275527954,4.790259838104248
3.4921915531158447,4.534012794494629
3.6284704208374023,4.733889579772949
3.4050910472869873,4.4223175048828125
3.7271664142608643,4.798870086669922
3.7182767391204834,5.11392068862915
3.4427995681762695,4.599510669708252
3.5556981563568115,4.987820625305176
3.689939498901367,4.53203010559082
3.5545074939727783,4.569582462310791
3.7688064575195312,5.13520622253418
3.5414373874664307,4.663134574890137
3.567366600036621,4.784797191619873
3.5908007621765137,5.043677806854248
3.52528715133667,4.317820072174072
3.4669697284698486,4.5381293296813965
3.2925915718078613,4.72877836227417
3.6018569469451904,4.122141361236572
3.497532844543457,4.810925006866455
3.443081855773926,4.389858722686768
3.658428907394409,4.481050491333008
3.4456331729888916,3.997849225997925
3.5244081020355225,4.698287487030029
3.2353599071502686,4.637226581573486
3.414374828338623,4.47609806060791
3.493358612060547,4.464888572692871
3.2501888275146484,4.584573268890381
2.9038143157958984,4.185784816741943
3.3926687240600586,4.611993789672852
3.6462721824645996,4.143426418304443
3.4551596641540527,4.330183029174805
3.5216171741485596,4.820679664611816
3.176957607269287,4.744383811950684
3.3796005249023438,4.875865459442139
3.5082497596740723,4.512578964233398
3.133493185043335,4.4969916343688965
3.426246166229248,4.5166778564453125
3.287510871887207,4.484383583068848
3.3774306774139404,4.325529098510742
3.1956558227539062,4.311431407928467
3.261596441268921,4.910848617553711
3.3122196197509766,4.596498489379883
3.2889420986175537,4.48486328125
3.4831206798553467,4.082322597503662
3.437459945678711,4.6066412925720215
3.2822482585906982,4.467471599578857
3.1363677978515625,4.940910816192627
3.1214964389801025,5.184414386749268
3.2210497856140137,4.174505710601807
3.0500051975250244,4.231543064117432
3.211678981781006,4.402603626251221
3.040224075317383,4.198761463165283
2.976675271987915,3.7900142669677734
3.2491769790649414,4.248970985412598
3.4779491424560547,4.395120143890381
2.9916300773620605,4.348069667816162
3.401165008544922,4.051586627960205
3.2284657955169678,4.051474094390869
3.3627560138702393,4.605264186859131
3.428882598876953,5.3510918617248535
2.9896020889282227,4.150163173675537
3.120285987854004,4.912693500518799
2.8926138877868652,3.9277660846710205
3.1457102298736572,4.738626480102539
2.879734516143799,4.384082794189453
3.0874059200286865,4.7107110023498535
2.8532936573028564,4.534538745880127
2.9394497871398926,4.213072299957275
3.0219287872314453,3.8618052005767822
3.1550393104553223,4.74826192855835
2.8965752124786377,4.415084362030029
3.4196248054504395,4.634530544281006
2.9735875129699707,4.279562950134277
2.970388650894165,4.492795467376709
2.9182939529418945,4.454427242279053
3.1708037853240967,3.9246938228607178
3.1593897342681885,4.00101900100708
3.0165185928344727,4.904330253601074
2.795323371887207,4.162468910217285
2.8633782863616943,4.391565322875977
3.2499051094055176,4.477072715759277
2.8108081817626953,4.15038537979126
2.77140212059021,4.650190830230713
2.9112026691436768,4.517357349395752
3.1144018173217773,3.9196903705596924
3.159799098968506,4.3140387535095215
2.9683094024658203,3.947269916534424
2.779566526412964,4.467170715332031
2.9258620738983154,4.635575771331787
3.0353167057037354,3.8732590675354004
2.8124887943267822,5.206528663635254
2.9123713970184326,4.075682163238525
2.8557746410369873,3.5266852378845215
2.6005144119262695,3.949091911315918
2.837855577468872,3.5861423015594482
2.9381484985351562,4.695393085479736
2.9315686225891113,4.092327117919922
2.7997653484344482,3.6908648014068604
2.9141218662261963,3.821058988571167
3.0258195400238037,4.445842742919922
2.9511537551879883,3.9809718132019043
2.8280603885650635,4.0083794593811035
2.8453259468078613,4.233094692230225
2.7972381114959717,4.186385631561279
2.6694679260253906,3.9148731231689453
2.7980895042419434,4.106633186340332
2.712949275970459,4.712176322937012
2.7876291275024414,3.7734529972076416
2.615936756134033,4.108352184295654
2.60022234916687,3.939918279647827
2.6885643005371094,3.4155611991882324
2.588421106338501,4.568258762359619
2.760326385498047,4.57204008102417
2.8160247802734375,4.3036675453186035
2.6418185234069824,4.081942081451416
2.6774682998657227,4.027289390563965
2.6003081798553467,3.9093806743621826
2.9230704307556152,3.984306573867798
2.6904938220977783,3.843947172164917
2.755265951156616,3.819274425506592
3.013319492340088,3.7999074459075928
2.574824333190918,4.340311527252197
2.7288994789123535,4.355257034301758
2.598017454147339,3.647965908050537
2.3691213130950928,3.294055700302124
2.5934576988220215,4.3095879554748535
2.879559278488159,3.839902400970459
2.542299747467041,4.35508918762207
2.7909815311431885,3.952511787414551
2.8236756324768066,3.975480079650879
2.650355339050293,4.326434135437012
2.6163063049316406,3.747901678085327
2.727482318878174,4.053990840911865
2.5128695964813232,4.386787414550781
2.6526739597320557,3.4898746013641357
2.32651424407959,3.7043120861053467
2.6663787364959717,4.054941654205322
2.666928768157959,4.46647310256958
2.523623466491699,3.3123345375061035
2.5580546855926514,3.256645679473877
2.3833084106445312,4.3964619636535645
2.650113821029663,3.7980220317840576
2.429352283477783,3.32214617729187
2.630105972290039,4.263977527618408
2.373281240463257,3.9738247394561768
2.380309581756592,4.092970848083496
2.3168716430664062,3.9948463439941406
2.658707857131958,3.8793115615844727
2.5051586627960205,4.559586524963379
2.678238868713379,4.75563383102417
2.6312530040740967,3.7787890434265137
2.4986720085144043,3.1281168460845947
2.483330488204956,4.089315891265869
2.321446657180786,3.7391300201416016
2.3297743797302246,3.983944892883301
2.5997374057769775,4.2291364669799805
2.613168478012085,3.4905922412872314
2.4023985862731934,3.7610762119293213
2.557790517807007,3.823624849319458
2.6817750930786133,4.8998823165893555
2.4873838424682617,3.2823381423950195
2.1566214561462402,4.067679405212402
2.4928882122039795,3.9786062240600586
2.370400905609131,3.282517910003662
2.45216703414917,4.344074726104736
2.2909905910491943,4.517626762390137
2.419546604156494,3.782989025115967
2.366159677505493,3.9915356636047363
2.4423341751098633,3.6866490840911865
2.5935590267181396,3.3000001907348633
2.2955210208892822,3.4930570125579834
2.3512661457061768,4.554951190948486
2.589066505432129,3.9697153568267822
2.4581046104431152,4.1803693771362305
2.4943699836730957,4.6876935958862305
2.3035125732421875,3.172642469406128
2.2731995582580566,3.5803723335266113
2.3396215438842773,3.961940288543701
2.2304677963256836,4.275172233581543
2.353106737136841,4.314677715301514
2.6615002155303955,3.615255832672119
2.462594985961914,4.055324554443359
2.348402738571167,4.239031791687012
2.420224189758301,4.040938854217529
2.5256106853485107,4.423561096191406
2.3104681968688965,3.9365620613098145
2.187797784805298,4.3772783279418945
2.3345577716827393,3.718710422515869
2.2086141109466553,4.1484222412109375
2.386162281036377,4.0398335456848145
2.393528461456299,4.286986827850342
2.289203643798828,3.421262502670288
2.335662603378296,3.738811731338501
2.394313335418701,3.67366886138916
2.2625012397766113,3.9416580200195312
2.4452080726623535,4.0696845054626465
2.6680285930633545,4.485389709472656
2.2775630950927734,4.143732070922852
2.258141279220581,4.223764419555664
2.012519121170044,3.5040812492370605
2.3538219928741455,3.972813606262207
2.3696072101593018,3.837284564971924
2.094992160797119,4.2522430419921875
2.0811729431152344,3.9812607765197754
2.2366414070129395,3.896425247192383
2.4410955905914307,4.341651439666748
2.2716567516326904,3.7192468643188477
2.6101596355438232,2.743833541870117
2.122568130493164,3.241619348526001
2.115917921066284,3.465151309967041
2.252706527709961,5.054882049560547
2.1224606037139893,3.4585630893707275
2.1390295028686523,3.8612871170043945
2.031205177307129,4.0683698654174805
2.3832619190216064,4.190016746520996
2.199495792388916,3.800980806350708
2.0984106063842773,3.9053521156311035
2.3118929862976074,3.086646556854248
2.0857317447662354,3.906473398208618
2.283116340637207,3.5683865547180176
2.210773229598999,3.8554956912994385
2.0991017818450928,3.492259979248047
2.1125760078430176,3.1894338130950928
2.227792739868164,3.477973222732544
2.1022582054138184,4.208514213562012
2.044652223587036,4.149548053741455
2.4114370346069336,3.6999454498291016
2.250765323638916,4.867708683013916
2.166637659072876,3.8473117351531982
2.4087259769439697,4.078583240509033
1.9622474908828735,3.42037296295166
2.1189324855804443,4.683506488800049
2.0684151649475098,3.3597733974456787
2.235032081604004,4.100279331207275
2.218151807785034,4.224992752075195
2.311878204345703,3.3287768363952637
2.194032669067383,3.3069448471069336
2.0995495319366455,3.1432316303253174
2.1260392665863037,3.707801103591919
2.1066393852233887,4.2065300941467285
2.0157620906829834,4.044262409210205
2.0254924297332764,3.2275049686431885
2.244321823120117,3.335325002670288
2.089998722076416,3.643256425857544
2.0371785163879395,4.292105674743652
2.0826783180236816,3.6475863456726074
1.9833528995513916,3.1315581798553467
2.137716054916382,4.077428340911865
2.0579330921173096,3.3508172035217285
2.1338794231414795,2.9170589447021484
2.0142877101898193,3.968068838119507
2.109295129776001,4.245648384094238
1.9744737148284912,3.9124224185943604
2.0106751918792725,4.009381294250488
2.190810203552246,3.5776162147521973
2.1690149307250977,3.4603846073150635
2.034912109375,3.9052224159240723
2.0605404376983643,4.298922061920166
1.9405124187469482,3.4501993656158447
1.9336377382278442,3.601680040359497
2.025775194168091,4.381418704986572
1.9483530521392822,3.081352710723877
2.098405361175537,4.289794921875
1.9614524841308594,3.5271964073181152
1.9910469055175781,3.8975305557250977
1.8230682611465454,3.2802441120147705
2.0622291564941406,4.940916538238525
2.0823166370391846,3.82161545753479
1.8694120645523071,3.9424662590026855
1.9911574125289917,3.4751739501953125
1.995200753211975,4.151337623596191
1.9447942972183228,3.92985463142395
2.1445255279541016,4.16862154006958
2.002335786819458,2.682436227798462
2.1380412578582764,3.003843307495117
2.067600965499878,3.4899206161499023
2.011953353881836,3.747144937515259
2.2524008750915527,3.660585641860962
2.0166726112365723,3.136561632156372
1.9080671072006226,4.213296413421631
2.0325980186462402,3.9090867042541504
1.81918203830719,4.893993854522705
2.06847882270813,3.649770975112915
1.7873908281326294,3.034990072250366
2.076906204223633,4.155820369720459
1.9610599279403687,3.8383469581604004
1.7505629062652588,3.595781087875366
1.9833499193191528,3.250932455062866
1.9073971509933472,3.3708462715148926
1.9101802110671997,3.5720162391662598
2.0609912872314453,4.887202739715576
1.7925158739089966,3.627054214477539
2.039095163345337,2.5354297161102295
2.105344772338867,3.542621374130249
2.0463602542877197,3.774070978164673
1.8980402946472168,4.7654900550842285
1.9158275127410889,4.221741676330566
2.0425705909729004,3.521613121032715
1.8256456851959229,3.461615562438965
1.6705492734909058,3.448613405227661
1.7368241548538208,4.038626194000244
2.061518430709839,3.6159486770629883
1.8101747035980225,3.9779694080352783
1.8540501594543457,3.690810441970825
1.8976707458496094,3.1823534965515137
1.9562193155288696,4.288333415985107
2.1482338905334473,2.768712282180786
1.9568885564804077,3.1909992694854736
1.788894534111023,3.2828309535980225
1.59882390499115,4.360228538513184
1.8353325128555298,3.096083641052246
1.7309879064559937,3.1081056594848633
2.15378737449646,3.1726744174957275
1.771826982498169,3.672696828842163
1.8573503494262695,4.267417907714844
1.69687020778656,3.0396625995635986
1.7866376638412476,3.475444793701172
2.005869150161743,3.924593448638916
1.8552086353302002,4.22304630279541
1.9296292066574097,3.1433801651000977
1.8434677124023438,3.156156063079834
1.8857932090759277,3.5561022758483887
1.7344361543655396,3.704951286315918
2.0038278102874756,3.48494291305542
1.7488855123519897,3.27998948097229
1.7289011478424072,2.905792236328125
1.8800281286239624,4.539945125579834
1.8931653499603271,3.264754056930542
1.65427565574646,3.309319019317627
1.6861345767974854,4.277591705322266
1.9729305505752563,2.898811101913452
1.8435879945755005,3.0971622467041016
1.9615012407302856,3.734541654586792
1.9103368520736694,3.722959041595459
1.8437772989273071,3.8610033988952637
1.8176000118255615,3.236445188522339
1.8181064128875732,3.5484542846679688
1.7804547548294067,4.4018025398254395
1.9178049564361572,3.507256269454956
1.6413747072219849,4.2873735427856445
1.6797574758529663,3.9290990829467773
1.796849012374878,2.9289939403533936
1.8314589262008667,4.520992279052734
1.8768640756607056,4.178622722625732
1.5573947429656982,3.6280574798583984
1.7502084970474243,4.580162525177002
1.6273386478424072,4.298604488372803
1.852431058883667,2.6904947757720947
1.7235833406448364,3.859208822250366
1.8515491485595703,2.998168468475342
1.6775931119918823,3.1031808853149414
1.9089678525924683,3.7336630821228027
1.769547939300537,3.714977979660034
1.7446260452270508,3.9657137393951416
1.8328672647476196,3.2498819828033447
1.7180469036102295,4.420997619628906
1.8474950790405273,3.9768576622009277
1.7375636100769043,3.781289577484131
1.8186125755310059,3.3859453201293945
1.8851686716079712,3.9785518646240234
1.6547677516937256,3.7667672634124756
1.870808720588684,3.3440897464752197
1.8394619226455688,3.797785520553589
1.5453253984451294,4.057677268981934
1.7196557521820068,4.264185428619385
1.7129486799240112,4.126321315765381
1.6308786869049072,2.7964024543762207
1.8068026304244995,3.290001153945923
1.530970811843872,3.410205841064453
1.647325873374939,3.381138324737549
1.8868334293365479,5.085201263427734
1.7311233282089233,2.9290804862976074
1.588660478591919,3.391690969467163
1.5679112672805786,5.737233638763428
1.5943138599395752,3.325956344604492
1.6221824884414673,4.036798000335693
1.6895644664764404,3.1246652603149414
1.659672737121582,2.4972662925720215
1.6707464456558228,3.291567087173462
1.5333644151687622,3.2248494625091553
1.6956372261047363,4.1728434562683105
1.7698661088943481,3.3850269317626953
1.6518210172653198,2.548325538635254
1.7020361423492432,2.9255759716033936
1.5744575262069702,2.7298717498779297
1.7274683713912964,3.545426368713379
1.6048091650009155,4.422056674957275
1.5161378383636475,3.1327035427093506
1.6631487607955933,3.5580782890319824
1.6984254121780396,2.978642225265503
1.4912109375,2.514779567718506
1.6388587951660156,3.903264284133911
1.5005666017532349,5.126468181610107
1.68645441532135,3.2109758853912354
1.5928001403808594,3.4596445560455322
1.7121378183364868,3.687096118927002
1.577517032623291,3.3568854331970215
1.5159236192703247,4.175693988800049
1.5615592002868652,2.746245861053467
1.4656044244766235,3.294989585876465
1.6612515449523926,3.4265553951263428
1.771243691444397,4.41073751449585
1.6629855632781982,3.949080228805542
1.456966519355774,4.116960048675537
1.7327589988708496,3.684084415435791
1.58285391330719,3.602207660675049
1.7197548151016235,3.341174364089966
1.6832799911499023,3.385795831680298
1.5175918340682983,3.503603458404541
1.6949970722198486,3.241605520248413
1.4715417623519897,4.160836696624756
1.6788990497589111,2.9905929565429688
1.5850253105163574,3.154834508895874
1.5663316249847412,3.122861385345459
1.4590036869049072,2.9342458248138428
1.620358943939209,3.227120876312256
1.5301164388656616,3.826993227005005
1.792580485343933,3.570448637008667
1.6135271787643433,3.773606777191162
1.439582109451294,3.684715986251831
1.5660489797592163,3.544508695602417
1.751557469367981,3.432664632797241
1.7434698343276978,3.823439121246338
1.6611055135726929,3.1172776222229004
1.4905295372009277,2.8869149684906006
1.7888895273208618,4.299022197723389
1.429344892501831,3.0973758697509766
1.6247957944869995,2.866563558578491
1.4612982273101807,3.7312119007110596
1.5953923463821411,3.293046712875366
1.6449205875396729,3.7556402683258057
1.4717556238174438,2.6872055530548096
1.5737998485565186,3.099156379699707
1.6007603406906128,2.3979129791259766
1.4162064790725708,3.8340694904327393
1.5404974222183228,3.623631715774536
1.729392647743225,3.01705002784729
1.3066993951797485,3.4483261108398438
1.6546357870101929,3.172818183898926
1.4749499559402466,2.4823403358459473
1.3411462306976318,3.455881118774414
1.3761677742004395,3.32939076423645
1.3629233837127686,3.946091651916504
1.5084699392318726,2.9595532417297363
1.367020845413208,2.832998514175415
1.348535418510437,2.809436321258545
1.5245769023895264,3.0299670696258545
1.335415244102478,3.8489644527435303
1.6483039855957031,3.680799961090088
1.5378532409667969,4.009704113006592
1.4175785779953003,3.0347838401794434
1.5575082302093506,2.6553821563720703
1.483604907989502,4.01668643951416
1.4499346017837524,3.8040406703948975
1.4770232439041138,3.2940242290496826
1.4454147815704346,2.7505109310150146
1.589133620262146,3.478071928024292
1.4318773746490479,3.0972700119018555
1.548231601715088,2.8410987854003906
1.4486163854599,3.5979504585266113
1.5129117965698242,2.9272000789642334
1.46494460105896,3.361945390701294
1.3751684427261353,3.4443206787109375
1.4429726600646973,2.9526357650756836
1.5617915391921997,3.790649175643921
1.362078070640564,4.239987373352051
1.3876886367797852,4.0225324630737305
1.3467631340026855,4.149205207824707
1.6022154092788696,2.707366466522217
1.3736740350723267,2.3784492015838623
1.3606880903244019,3.0566999912261963
1.4426767826080322,3.489307165145874
1.3795640468597412,3.8411507606506348
1.3132133483886719,3.21644926071167
1.5102289915084839,4.5348429679870605
1.4533464908599854,3.315734386444092
1.2757595777511597,3.5758020877838135
1.4989088773727417,3.2071239948272705
1.589360237121582,2.285672664642334
1.507354497909546,3.1422712802886963
1.3112680912017822,4.391033172607422
1.3787240982055664,4.222812652587891
1.4285959005355835,3.7702746391296387
1.3882625102996826,2.703989267349243
1.4236692190170288,3.040303945541382
1.2135940790176392,3.1198465824127197
1.4295153617858887,4.031935691833496
1.644739031791687,2.885654926300049
1.4539117813110352,3.0201547145843506
1.4796379804611206,4.558415412902832
1.4066622257232666,2.798374891281128
1.4033011198043823,4.221954345703125
1.451490044593811,3.6565582752227783
1.4766803979873657,3.6085898876190186
1.281956672668457,2.9029271602630615
1.2827974557876587,3.0610594749450684
1.3879873752593994,2.9019696712493896
1.1579322814941406,2.748732566833496
1.3754533529281616,3.0796549320220947
1.359261393547058,3.100717544555664
1.2588180303573608,3.654869556427002
1.587411880493164,3.509979486465454
